myRole,otherRole,side,myChamp,otherChamp,value
bot,top,ENEMY,missfortune,mordekaiser,-0.52
bot,top,ENEMY,missfortune,sett,-0.42
bot,top,ENEMY,missfortune,garen,-0.32
bot,top,ENEMY,missfortune,darius,0.78
bot,top,ENEMY,missfortune,malphite,0.32
bot,top,ENEMY,missfortune,jax,-0.29
bot,top,ENEMY,missfortune,drmundo,-1.56
bot,top,ENEMY,missfortune,yorick,-0.4
bot,top,ENEMY,missfortune,nasus,-0.12
bot,top,ENEMY,missfortune,teemo,0.35
bot,top,ENEMY,missfortune,kayle,0.48
bot,top,ENEMY,missfortune,volibear,-0.3
bot,top,ENEMY,missfortune,aatrox,-0.38
bot,top,ENEMY,missfortune,varus,1.17
bot,top,ENEMY,missfortune,renekton,-0.09
bot,top,ENEMY,missfortune,yone,-0.25
bot,top,ENEMY,missfortune,zaahen,-0.4
bot,top,ENEMY,missfortune,gwen,0.61
bot,top,ENEMY,missfortune,ornn,0.24
bot,jng,ENEMY,missfortune,viego,-0.12
bot,jng,ENEMY,missfortune,diana,0.09
bot,jng,ENEMY,missfortune,volibear,-0.29
bot,jng,ENEMY,missfortune,masteryi,-0.21
bot,jng,ENEMY,missfortune,ekko,-0.18
bot,jng,ENEMY,missfortune,kayn,0.03
bot,jng,ENEMY,missfortune,leesin,1.15
bot,jng,ENEMY,missfortune,khazix,0.07
bot,jng,ENEMY,missfortune,warwick,0.61
bot,jng,ENEMY,missfortune,shaco,0.85
bot,jng,ENEMY,missfortune,malphite,-0.68
bot,jng,ENEMY,missfortune,amumu,0.3
bot,jng,ENEMY,missfortune,jax,-0.18
bot,jng,ENEMY,missfortune,briar,0.22
bot,jng,ENEMY,missfortune,nocturne,-0.68
bot,jng,ENEMY,missfortune,sylas,0.34
bot,jng,ENEMY,missfortune,jarvaniv,-0.13
bot,jng,ENEMY,missfortune,drmundo,-1.89
bot,jng,ENEMY,missfortune,zed,0.3
bot,mid,ENEMY,missfortune,yasuo,-0.77
bot,mid,ENEMY,missfortune,akali,-0.18
bot,mid,ENEMY,missfortune,ahri,-0.13
bot,mid,ENEMY,missfortune,veigar,0.28
bot,mid,ENEMY,missfortune,malzahar,0.53
bot,mid,ENEMY,missfortune,yone,-0.09
bot,mid,ENEMY,missfortune,zed,0.1
bot,mid,ENEMY,missfortune,katarina,0.07
bot,mid,ENEMY,missfortune,sylas,0.29
bot,mid,ENEMY,missfortune,fizz,-0.34
bot,mid,ENEMY,missfortune,mel,-0.95
bot,mid,ENEMY,missfortune,lux,-0.22
bot,mid,ENEMY,missfortune,ryze,0.35
bot,mid,ENEMY,missfortune,syndra,-0.25
bot,mid,ENEMY,missfortune,ekko,0.01
bot,mid,ENEMY,missfortune,diana,0.84
bot,mid,ENEMY,missfortune,naafiri,0.07
bot,mid,ENEMY,missfortune,galio,0.81
bot,mid,ENEMY,missfortune,viktor,-0.3
bot,bot,ENEMY,missfortune,caitlyn,-0.27
bot,bot,ENEMY,missfortune,jinx,0.55
bot,bot,ENEMY,missfortune,jhin,-0.62
bot,bot,ENEMY,missfortune,kaisa,0.01
bot,bot,ENEMY,missfortune,ashe,0.4
bot,bot,ENEMY,missfortune,smolder,-0.68
bot,bot,ENEMY,missfortune,ezreal,-1.27
bot,bot,ENEMY,missfortune,aphelios,0.63
bot,bot,ENEMY,missfortune,vayne,1.07
bot,bot,ENEMY,missfortune,tristana,0.81
bot,bot,ENEMY,missfortune,yunara,-0.39
bot,bot,ENEMY,missfortune,lucian,0.29
bot,bot,ENEMY,missfortune,varus,0.66
bot,bot,ENEMY,missfortune,sivir,-0.57
bot,bot,ENEMY,missfortune,twitch,-0.27
bot,bot,ENEMY,missfortune,samira,-0.58
bot,bot,ENEMY,missfortune,draven,-0.35
bot,bot,ENEMY,missfortune,nilah,-0.47
bot,bot,ENEMY,missfortune,xayah,-0.08
bot,sup,ENEMY,missfortune,lux,-0.06
bot,sup,ENEMY,missfortune,morgana,0.5
bot,sup,ENEMY,missfortune,nautilus,0.81
bot,sup,ENEMY,missfortune,thresh,1.14
bot,sup,ENEMY,missfortune,nami,-0.34
bot,sup,ENEMY,missfortune,braum,-0.07
bot,sup,ENEMY,missfortune,leona,0.37
bot,sup,ENEMY,missfortune,seraphine,0.67
bot,sup,ENEMY,missfortune,lulu,0.95
bot,sup,ENEMY,missfortune,pyke,-1.14
bot,sup,ENEMY,missfortune,milio,-0.48
bot,sup,ENEMY,missfortune,swain,-0.73
bot,sup,ENEMY,missfortune,sona,1.23
bot,sup,ENEMY,missfortune,blitzcrank,1.04
bot,sup,ENEMY,missfortune,brand,-0.61
bot,sup,ENEMY,missfortune,mel,-0.96
bot,sup,ENEMY,missfortune,soraka,-0.93
bot,sup,ENEMY,missfortune,karma,-0.79
bot,sup,ENEMY,missfortune,senna,0.23
bot,top,ENEMY,missfortune,sion,-1.13
bot,top,ENEMY,missfortune,irelia,0.02
bot,top,ENEMY,missfortune,gangplank,1.2
bot,top,ENEMY,missfortune,chogath,0.09
bot,top,ENEMY,missfortune,illaoi,-0.01
bot,top,ENEMY,missfortune,riven,0.74
bot,top,ENEMY,missfortune,urgot,0.51
bot,top,ENEMY,missfortune,vayne,0.9
bot,top,ENEMY,missfortune,tryndamere,-0.41
bot,top,ENEMY,missfortune,gnar,0.68
bot,top,ENEMY,missfortune,fiora,-0.1
bot,top,ENEMY,missfortune,shen,0.6
bot,top,ENEMY,missfortune,yasuo,-0.4
bot,top,ENEMY,missfortune,ambessa,-0.88
bot,jng,ENEMY,missfortune,vi,0.73
bot,jng,ENEMY,missfortune,jayce,0.42
bot,jng,ENEMY,missfortune,rengar,1.05
bot,jng,ENEMY,missfortune,lillia,-0.6
bot,jng,ENEMY,missfortune,gwen,0.02
bot,jng,ENEMY,missfortune,graves,-0.37
bot,jng,ENEMY,missfortune,zac,-0.05
bot,jng,ENEMY,missfortune,nunu,1.46
bot,jng,ENEMY,missfortune,rammus,-0.8
bot,jng,ENEMY,missfortune,evelynn,0.2
bot,jng,ENEMY,missfortune,xinzhao,-0.72
bot,jng,ENEMY,missfortune,wukong,-0.52
bot,jng,ENEMY,missfortune,fiddlesticks,0.89
bot,jng,ENEMY,missfortune,sejuani,0.7
bot,mid,ENEMY,missfortune,vex,1.13
bot,mid,ENEMY,missfortune,leblanc,0.01
bot,mid,ENEMY,missfortune,orianna,0.17
bot,mid,ENEMY,missfortune,xerath,-0.52
bot,mid,ENEMY,missfortune,irelia,-0.16
bot,mid,ENEMY,missfortune,twistedfate,1.28
bot,mid,ENEMY,missfortune,aurelionsol,-0.22
bot,mid,ENEMY,missfortune,kassadin,0.23
bot,mid,ENEMY,missfortune,zoe,0.77
bot,mid,ENEMY,missfortune,hwei,-0.22
bot,mid,ENEMY,missfortune,lissandra,0.29
bot,mid,ENEMY,missfortune,akshan,0.89
bot,mid,ENEMY,missfortune,vladimir,-0.1
bot,mid,ENEMY,missfortune,aurora,0.12
bot,bot,ENEMY,missfortune,ziggs,-0.62
bot,bot,ENEMY,missfortune,corki,0.02
bot,bot,ENEMY,missfortune,zeri,-0.24
bot,bot,ENEMY,missfortune,kogmaw,0.42
bot,bot,ENEMY,missfortune,swain,-0.99
bot,bot,ENEMY,missfortune,yasuo,-2.07
bot,bot,ENEMY,missfortune,veigar,1.18
bot,bot,ENEMY,missfortune,kalista,0.79
bot,bot,ENEMY,missfortune,mel,-1.92
bot,bot,ENEMY,missfortune,brand,-0.49
bot,bot,ENEMY,missfortune,lux,0.77
bot,bot,ENEMY,missfortune,senna,-0.54
bot,bot,ENEMY,missfortune,seraphine,0.32
bot,bot,ENEMY,missfortune,aurelionsol,-1.26
bot,sup,ENEMY,missfortune,zyra,-0.82
bot,sup,ENEMY,missfortune,yuumi,-0.5
bot,sup,ENEMY,missfortune,tahmkench,-1.07
bot,sup,ENEMY,missfortune,pantheon,0.41
bot,sup,ENEMY,missfortune,neeko,0.75
bot,sup,ENEMY,missfortune,xerath,-1.14
bot,sup,ENEMY,missfortune,bard,-0.43
bot,sup,ENEMY,missfortune,velkoz,-0.88
bot,sup,ENEMY,missfortune,alistar,-0.4
bot,sup,ENEMY,missfortune,rakan,0.23
bot,sup,ENEMY,missfortune,rell,0.84
bot,sup,ENEMY,missfortune,janna,0.61
bot,sup,ENEMY,missfortune,zilean,0.02
bot,sup,ENEMY,missfortune,maokai,-0.23
bot,top,ENEMY,missfortune,tahmkench,-0.53
bot,top,ENEMY,missfortune,ksante,0.27
bot,top,ENEMY,missfortune,kennen,1.3
bot,top,ENEMY,missfortune,trundle,0.69
bot,top,ENEMY,missfortune,singed,0.14
bot,top,ENEMY,missfortune,rumble,0.08
bot,top,ENEMY,missfortune,olaf,0.13
bot,jng,ENEMY,missfortune,kindred,0.82
bot,jng,ENEMY,missfortune,naafiri,0.39
bot,jng,ENEMY,missfortune,talon,0.19
bot,jng,ENEMY,missfortune,trundle,-0.6
bot,jng,ENEMY,missfortune,hecarim,0.45
bot,jng,ENEMY,missfortune,shyvana,-1.54
bot,jng,ENEMY,missfortune,udyr,-0.27
bot,mid,ENEMY,missfortune,anivia,0.51
bot,mid,ENEMY,missfortune,varus,0.71
bot,mid,ENEMY,missfortune,azir,0.4
bot,mid,ENEMY,missfortune,qiyana,0.57
bot,mid,ENEMY,missfortune,swain,-0.63
bot,mid,ENEMY,missfortune,brand,-0.78
bot,mid,ENEMY,missfortune,talon,0.64
bot,bot,ENEMY,missfortune,velkoz,-0.79
bot,bot,ENEMY,missfortune,hwei,-2.39
bot,bot,ENEMY,missfortune,vladimir,-0.95
bot,bot,ENEMY,missfortune,malzahar,-0.71
bot,bot,ENEMY,missfortune,xerath,-1.08
bot,bot,ENEMY,missfortune,katarina,-3.46
bot,bot,ENEMY,missfortune,teemo,2.07
bot,sup,ENEMY,missfortune,malphite,0.07
bot,sup,ENEMY,missfortune,poppy,-0.09
bot,sup,ENEMY,missfortune,ashe,-0.73
bot,sup,ENEMY,missfortune,taric,-1.03
bot,sup,ENEMY,missfortune,shaco,-0.8
bot,sup,ENEMY,missfortune,teemo,0.16
bot,sup,ENEMY,missfortune,renata,0.63
bot,top,ENEMY,missfortune,jayce,1.47
bot,top,ENEMY,missfortune,heimerdinger,0.39
bot,top,ENEMY,missfortune,akali,-0.07
bot,top,ENEMY,missfortune,pantheon,1.07
bot,top,ENEMY,missfortune,vladimir,0.47
bot,top,ENEMY,missfortune,quinn,0.68
bot,top,ENEMY,missfortune,kled,-0.56
bot,top,ENEMY,missfortune,camille,0.64
bot,top,ENEMY,missfortune,gragas,1.41
bot,top,ENEMY,missfortune,warwick,0.39
bot,top,ENEMY,missfortune,ryze,1.08
bot,top,ENEMY,missfortune,swain,-0.4
bot,top,ENEMY,missfortune,sylas,0.71
bot,top,ENEMY,missfortune,poppy,-0.14
bot,jng,ENEMY,missfortune,elise,2.06
bot,jng,ENEMY,missfortune,karthus,1.16
bot,jng,ENEMY,missfortune,reksai,0.58
bot,jng,ENEMY,missfortune,qiyana,1.61
bot,jng,ENEMY,missfortune,belveth,1.63
bot,jng,ENEMY,missfortune,ambessa,-0.32
bot,jng,ENEMY,missfortune,aatrox,-0.54
bot,jng,ENEMY,missfortune,nidalee,-0.51
bot,jng,ENEMY,missfortune,pantheon,-0.25
bot,jng,ENEMY,missfortune,nasus,-1.62
bot,jng,ENEMY,missfortune,teemo,0.73
bot,jng,ENEMY,missfortune,mordekaiser,-1.6
bot,jng,ENEMY,missfortune,ivern,2.69
bot,jng,ENEMY,missfortune,taliyah,0.43
bot,mid,ENEMY,missfortune,taliyah,0.52
bot,mid,ENEMY,missfortune,velkoz,-0.74
bot,mid,ENEMY,missfortune,cassiopeia,0.56
bot,mid,ENEMY,missfortune,annie,1.82
bot,mid,ENEMY,missfortune,malphite,0.17
bot,mid,ENEMY,missfortune,morgana,0.63
bot,mid,ENEMY,missfortune,pantheon,-0.01
bot,mid,ENEMY,missfortune,ziggs,-0.78
bot,mid,ENEMY,missfortune,smolder,0.22
bot,mid,ENEMY,missfortune,neeko,2.82
bot,mid,ENEMY,missfortune,heimerdinger,1.67
bot,mid,ENEMY,missfortune,kennen,-0.13
bot,mid,ENEMY,missfortune,chogath,0.7
bot,mid,ENEMY,missfortune,kayle,-0.52
bot,bot,ENEMY,missfortune,karthus,-0.69
bot,bot,ENEMY,missfortune,syndra,1.94
bot,bot,ENEMY,missfortune,heimerdinger,-0.94
bot,bot,ENEMY,missfortune,twistedfate,-4.99
bot,bot,ENEMY,missfortune,cassiopeia,2.94
bot,bot,ENEMY,missfortune,yone,0.56
bot,bot,ENEMY,missfortune,akshan,-1.76
bot,bot,ENEMY,missfortune,quinn,0.61
bot,bot,ENEMY,missfortune,viktor,-0.07
bot,bot,ENEMY,missfortune,morgana,-1.72
bot,bot,ENEMY,missfortune,zyra,2.61
bot,bot,ENEMY,missfortune,tahmkench,-3.76
bot,bot,ENEMY,missfortune,ryze,-2.37
bot,bot,ENEMY,missfortune,ahri,0.57
bot,top,ENEMY,missfortune,masteryi,-0.23
bot,top,ENEMY,missfortune,wukong,-1.18
bot,top,ENEMY,missfortune,naafiri,-1.62
bot,top,ENEMY,missfortune,smolder,0.68
bot,top,ENEMY,missfortune,malzahar,0.71
bot,top,ENEMY,missfortune,cassiopeia,1.88
bot,top,ENEMY,missfortune,kayn,-1.34
bot,top,ENEMY,missfortune,sejuani,-0.74
bot,top,ENEMY,missfortune,aurora,-0.08
bot,top,ENEMY,missfortune,viego,-0.4
bot,top,ENEMY,missfortune,udyr,1.94
bot,top,ENEMY,missfortune,zac,-0.01
bot,top,ENEMY,missfortune,briar,-2.98
bot,top,ENEMY,missfortune,caitlyn,-0.73
bot,jng,ENEMY,missfortune,chogath,-1.37
bot,jng,ENEMY,missfortune,zaahen,-0.16
bot,jng,ENEMY,missfortune,tryndamere,-1.02
bot,jng,ENEMY,missfortune,skarner,-0.49
bot,jng,ENEMY,missfortune,zyra,-0.81
bot,jng,ENEMY,missfortune,poppy,1.59
bot,jng,ENEMY,missfortune,gragas,2.41
bot,jng,ENEMY,missfortune,morgana,0.96
bot,jng,ENEMY,missfortune,darius,-0.92
bot,jng,ENEMY,missfortune,shen,1.07
bot,jng,ENEMY,missfortune,twitch,1.24
bot,jng,ENEMY,missfortune,brand,-0.55
bot,jng,ENEMY,missfortune,olaf,-0.12
bot,jng,ENEMY,missfortune,yorick,1.09
bot,mid,ENEMY,missfortune,sion,-3.63
bot,mid,ENEMY,missfortune,jayce,-0.92
bot,mid,ENEMY,missfortune,tristana,-0.97
bot,mid,ENEMY,missfortune,garen,-1.34
bot,mid,ENEMY,missfortune,ezreal,-1.12
bot,mid,ENEMY,missfortune,gangplank,0.42
bot,mid,ENEMY,missfortune,teemo,0.23
bot,mid,ENEMY,missfortune,viego,0.97
bot,mid,ENEMY,missfortune,caitlyn,-0.19
bot,mid,ENEMY,missfortune,quinn,0.55
bot,mid,ENEMY,missfortune,nasus,-1.39
bot,mid,ENEMY,missfortune,corki,-0.08
bot,mid,ENEMY,missfortune,renekton,-3
bot,mid,ENEMY,missfortune,zyra,-1.61
bot,bot,ENEMY,missfortune,irelia,1.36
bot,bot,ENEMY,missfortune,sion,-2.83
bot,bot,ENEMY,missfortune,chogath,-7.73
bot,bot,ENEMY,missfortune,naafiri,1.52
bot,bot,ENEMY,missfortune,anivia,0.74
bot,bot,ENEMY,missfortune,neeko,-0.85
bot,bot,ENEMY,missfortune,taliyah,-3.15
bot,bot,ENEMY,missfortune,graves,-3.49
bot,bot,ENEMY,missfortune,masteryi,-4.82
bot,bot,ENEMY,missfortune,sett,-2.66
bot,bot,ENEMY,missfortune,kayle,-0.73
bot,bot,ENEMY,missfortune,mordekaiser,-2.35
bot,bot,ENEMY,missfortune,aurora,-0.21
bot,bot,ENEMY,missfortune,pantheon,1.34
bot,top,ENEMY,missfortune,anivia,0.63
bot,top,ENEMY,missfortune,maokai,-0.72
bot,top,ENEMY,missfortune,rengar,-0.32
bot,top,ENEMY,missfortune,brand,0.49
bot,top,ENEMY,missfortune,galio,0.89
bot,top,ENEMY,missfortune,zed,1.5
bot,top,ENEMY,missfortune,xinzhao,-0.09
bot,top,ENEMY,missfortune,veigar,0.76
bot,top,ENEMY,missfortune,shaco,-1.13
bot,top,ENEMY,missfortune,ashe,3.05
bot,top,ENEMY,missfortune,fiddlesticks,-1.45
bot,top,ENEMY,missfortune,leesin,0.99
bot,top,ENEMY,missfortune,ekko,1.99
bot,top,ENEMY,missfortune,graves,0.96
bot,jng,ENEMY,missfortune,sion,-1.32
bot,jng,ENEMY,missfortune,garen,0.39
bot,jng,ENEMY,missfortune,maokai,-2.02
bot,jng,ENEMY,missfortune,riven,-0.62
bot,jng,ENEMY,missfortune,fizz,0.82
bot,jng,ENEMY,missfortune,sett,-1.01
bot,jng,ENEMY,missfortune,rumble,-3.21
bot,jng,ENEMY,missfortune,nautilus,4.04
bot,jng,ENEMY,missfortune,neeko,0.87
bot,jng,ENEMY,missfortune,vayne,-0.58
bot,jng,ENEMY,missfortune,singed,0.95
bot,jng,ENEMY,missfortune,ornn,-5.14
bot,jng,ENEMY,missfortune,yone,-2.16
bot,jng,ENEMY,missfortune,quinn,1.22
bot,mid,ENEMY,missfortune,yorick,-0.19
bot,mid,ENEMY,missfortune,mordekaiser,-2.33
bot,mid,ENEMY,missfortune,tryndamere,1.13
bot,mid,ENEMY,missfortune,gragas,2.5
bot,mid,ENEMY,missfortune,sett,-0.99
bot,mid,ENEMY,missfortune,kaisa,-0.11
bot,mid,ENEMY,missfortune,seraphine,-0.42
bot,mid,ENEMY,missfortune,jhin,1.05
bot,mid,ENEMY,missfortune,twitch,-1.05
bot,mid,ENEMY,missfortune,riven,-0.62
bot,mid,ENEMY,missfortune,briar,1.93
bot,mid,ENEMY,missfortune,lucian,0.46
bot,mid,ENEMY,missfortune,zilean,0.84
bot,mid,ENEMY,missfortune,karma,1.52
bot,bot,ENEMY,missfortune,malphite,-5.76
bot,bot,ENEMY,missfortune,vex,-0.35
bot,bot,ENEMY,missfortune,kindred,1.42
bot,bot,ENEMY,missfortune,fizz,-1.65
bot,bot,ENEMY,missfortune,zoe,-3.56
bot,bot,ENEMY,missfortune,garen,-2.37
bot,bot,ENEMY,missfortune,rengar,-0.11
bot,bot,ENEMY,missfortune,zed,2.98
bot,bot,ENEMY,missfortune,singed,-2.87
bot,bot,ENEMY,missfortune,drmundo,-2.07
bot,bot,ENEMY,missfortune,darius,0.82
bot,bot,ENEMY,missfortune,jayce,-12.11
bot,bot,ENEMY,missfortune,zilean,-5.79
bot,sup,ENEMY,missfortune,galio,0.55
bot,sup,ENEMY,missfortune,shen,-2.05
bot,sup,ENEMY,missfortune,veigar,-0.21
bot,sup,ENEMY,missfortune,sylas,-2.77
bot,sup,ENEMY,missfortune,zoe,1.5
bot,sup,ENEMY,missfortune,amumu,0.52
bot,sup,ENEMY,missfortune,fiddlesticks,0.94
bot,sup,ENEMY,missfortune,hwei,-0.58
bot,sup,ENEMY,missfortune,leblanc,-1.95
bot,sup,ENEMY,missfortune,anivia,-0.69
bot,sup,ENEMY,missfortune,elise,1.48
bot,sup,ENEMY,missfortune,ziggs,-0.16
bot,sup,ENEMY,missfortune,trundle,0.49
bot,sup,ENEMY,missfortune,chogath,0.54
bot,top,ENEMY,missfortune,aurelionsol,2.57
bot,top,ENEMY,missfortune,kassadin,0.6
bot,top,ENEMY,missfortune,karma,-0.6
bot,top,ENEMY,missfortune,jhin,0.58
bot,top,ENEMY,missfortune,shyvana,0.03
bot,top,ENEMY,missfortune,akshan,1.26
bot,top,ENEMY,missfortune,tristana,-0.74
bot,jng,ENEMY,missfortune,tahmkench,3.03
bot,jng,ENEMY,missfortune,kaisa,-2.76
bot,jng,ENEMY,missfortune,urgot,4.25
bot,jng,ENEMY,missfortune,taric,0.42
bot,jng,ENEMY,missfortune,aurelionsol,-2.33
bot,jng,ENEMY,missfortune,camille,1.48
bot,jng,ENEMY,missfortune,galio,4.96
bot,mid,ENEMY,missfortune,ashe,-1.62
bot,mid,ENEMY,missfortune,vayne,-2.07
bot,mid,ENEMY,missfortune,drmundo,-3.43
bot,mid,ENEMY,missfortune,rumble,1.27
bot,mid,ENEMY,missfortune,karthus,-0.04
bot,mid,ENEMY,missfortune,kogmaw,0.87
bot,mid,ENEMY,missfortune,ambessa,-0.38
bot,bot,ENEMY,missfortune,sylas,-0.8
bot,bot,ENEMY,missfortune,annie,-3.31
bot,bot,ENEMY,missfortune,akali,-4.58
bot,bot,ENEMY,missfortune,viego,-4.26
bot,bot,ENEMY,missfortune,azir,-1.62
bot,bot,ENEMY,missfortune,kennen,6.17
bot,bot,ENEMY,missfortune,yorick,-1.03
bot,sup,ENEMY,missfortune,twitch,-0.76
bot,sup,ENEMY,missfortune,sett,-1.46
bot,sup,ENEMY,missfortune,heimerdinger,-1.2
bot,sup,ENEMY,missfortune,sion,-2.29
bot,sup,ENEMY,missfortune,nidalee,-1.97
bot,sup,ENEMY,missfortune,zac,-0.23
bot,sup,ENEMY,missfortune,lissandra,-0.52
bot,sup,ENEMY,missfortune,annie,-0.09
bot,sup,ENEMY,missfortune,jarvaniv,-0.54
bot,sup,ENEMY,missfortune,leesin,-3.32
bot,sup,ENEMY,missfortune,ahri,0.46
bot,sup,ENEMY,missfortune,gragas,2.65
bot,sup,ENEMY,missfortune,malzahar,-1.54
bot,sup,ENEMY,missfortune,ivern,1.65
bot,top,ENEMY,missfortune,reksai,-1.35
bot,top,ENEMY,missfortune,kaisa,-1.53
bot,top,ENEMY,missfortune,vi,-2.94
bot,top,ENEMY,missfortune,morgana,1.83
bot,top,ENEMY,missfortune,mel,-0.93
bot,top,ENEMY,missfortune,lillia,1.05
bot,top,ENEMY,missfortune,corki,3.2
bot,top,ENEMY,missfortune,diana,-2.69
bot,top,ENEMY,missfortune,fizz,-4.81
bot,top,ENEMY,missfortune,draven,2.88
bot,top,ENEMY,missfortune,lissandra,0.41
bot,top,ENEMY,missfortune,viktor,0.11
bot,top,ENEMY,missfortune,senna,-0.64
bot,top,ENEMY,missfortune,neeko,-0.38
bot,jng,ENEMY,missfortune,yasuo,0.49
bot,jng,ENEMY,missfortune,kayle,6.6
bot,jng,ENEMY,missfortune,twistedfate,-3.72
bot,jng,ENEMY,missfortune,renekton,-1.82
bot,jng,ENEMY,missfortune,ezreal,0.44
bot,jng,ENEMY,missfortune,tristana,-0.71
bot,jng,ENEMY,missfortune,heimerdinger,-2.78
bot,jng,ENEMY,missfortune,varus,-4.97
bot,jng,ENEMY,missfortune,ryze,7.45
bot,jng,ENEMY,missfortune,ashe,-6.11
bot,jng,ENEMY,missfortune,jhin,-4.05
bot,jng,ENEMY,missfortune,zeri,5.19
bot,mid,ENEMY,missfortune,jax,-0.47
bot,mid,ENEMY,missfortune,xinzhao,0.38
bot,mid,ENEMY,missfortune,gwen,-1.62
bot,mid,ENEMY,missfortune,tahmkench,1.76
bot,mid,ENEMY,missfortune,singed,-0.45
bot,mid,ENEMY,missfortune,masteryi,-3.33
bot,mid,ENEMY,missfortune,zaahen,-0.95
bot,mid,ENEMY,missfortune,aatrox,-0.79
bot,mid,ENEMY,missfortune,leesin,1.19
bot,mid,ENEMY,missfortune,wukong,-4.65
bot,mid,ENEMY,missfortune,darius,1.42
bot,mid,ENEMY,missfortune,shen,1.61
bot,mid,ENEMY,missfortune,illaoi,1.49
bot,mid,ENEMY,missfortune,zac,-2.33
bot,sup,ENEMY,missfortune,camille,-1.43
bot,sup,ENEMY,missfortune,varus,0.04
bot,sup,ENEMY,missfortune,drmundo,-2.8
bot,sup,ENEMY,missfortune,sejuani,0.42
bot,sup,ENEMY,missfortune,jhin,-2.03
bot,sup,ENEMY,missfortune,caitlyn,-0.56
bot,sup,ENEMY,missfortune,singed,0.2
bot,sup,ENEMY,missfortune,ezreal,-0.79
bot,sup,ENEMY,missfortune,taliyah,1.57
bot,sup,ENEMY,missfortune,yasuo,-1.69
bot,sup,ENEMY,missfortune,ekko,-4.75
bot,sup,ENEMY,missfortune,vex,1.86
bot,sup,ENEMY,missfortune,syndra,1.26
bot,sup,ENEMY,missfortune,twistedfate,-3.89
bot,sup,ENEMY,missfortune,jax,1.24
bot,sup,ENEMY,missfortune,rammus,-5.72
bot,sup,ENEMY,missfortune,kennen,3.93
bot,sup,ENEMY,missfortune,orianna,1.97
bot,sup,ENEMY,missfortune,wukong,-0.7
bot,sup,ENEMY,missfortune,mordekaiser,-4.68
bot,sup,ENEMY,missfortune,fizz,-1.53
bot,sup,ENEMY,missfortune,nunu,-1.6
bot,sup,ENEMY,missfortune,volibear,-3.23
bot,sup,ENEMY,missfortune,darius,-4.37
bot,sup,ENEMY,missfortune,zed,1.15
bot,sup,ENEMY,missfortune,kogmaw,3.91
bot,top,ENEMY,jinx,mordekaiser,-0.01
bot,top,ENEMY,jinx,garen,0.7
bot,top,ENEMY,jinx,sett,-0.65
bot,top,ENEMY,jinx,darius,0.35
bot,top,ENEMY,jinx,malphite,-0.95
bot,top,ENEMY,jinx,jax,0.01
bot,top,ENEMY,jinx,drmundo,0.16
bot,top,ENEMY,jinx,aatrox,0.43
bot,top,ENEMY,jinx,yorick,0.78
bot,top,ENEMY,jinx,nasus,0.29
bot,top,ENEMY,jinx,kayle,1.11
bot,top,ENEMY,jinx,volibear,-0.28
bot,top,ENEMY,jinx,varus,-0.6
bot,top,ENEMY,jinx,renekton,0.82
bot,top,ENEMY,jinx,teemo,0.23
bot,top,ENEMY,jinx,zaahen,-0.08
bot,top,ENEMY,jinx,yone,-0.6
bot,top,ENEMY,jinx,ornn,-1.36
bot,top,ENEMY,jinx,gangplank,0.27
bot,jng,ENEMY,jinx,viego,-0.16
bot,jng,ENEMY,jinx,diana,-0.3
bot,jng,ENEMY,jinx,volibear,0.26
bot,jng,ENEMY,jinx,ekko,-0.17
bot,jng,ENEMY,jinx,leesin,0.98
bot,jng,ENEMY,jinx,masteryi,-0.02
bot,jng,ENEMY,jinx,kayn,0.53
bot,jng,ENEMY,jinx,khazix,-0.07
bot,jng,ENEMY,jinx,malphite,-1.82
bot,jng,ENEMY,jinx,shaco,0.42
bot,jng,ENEMY,jinx,nocturne,-1.13
bot,jng,ENEMY,jinx,warwick,0.36
bot,jng,ENEMY,jinx,amumu,0.19
bot,jng,ENEMY,jinx,jax,0.57
bot,jng,ENEMY,jinx,briar,0.72
bot,jng,ENEMY,jinx,jarvaniv,-0.6
bot,jng,ENEMY,jinx,sylas,0.87
bot,jng,ENEMY,jinx,jayce,-0.29
bot,jng,ENEMY,jinx,zed,-0.19
bot,mid,ENEMY,jinx,yasuo,0.08
bot,mid,ENEMY,jinx,akali,0.12
bot,mid,ENEMY,jinx,ahri,-0.48
bot,mid,ENEMY,jinx,malzahar,1.84
bot,mid,ENEMY,jinx,zed,-0.36
bot,mid,ENEMY,jinx,veigar,-0.03
bot,mid,ENEMY,jinx,yone,-0.53
bot,mid,ENEMY,jinx,sylas,0.48
bot,mid,ENEMY,jinx,katarina,-0.38
bot,mid,ENEMY,jinx,ryze,0.95
bot,mid,ENEMY,jinx,syndra,-0.67
bot,mid,ENEMY,jinx,fizz,-0.34
bot,mid,ENEMY,jinx,mel,-0.88
bot,mid,ENEMY,jinx,galio,1.86
bot,mid,ENEMY,jinx,viktor,-0.16
bot,mid,ENEMY,jinx,lux,-1
bot,mid,ENEMY,jinx,ekko,0.25
bot,mid,ENEMY,jinx,diana,-0.25
bot,mid,ENEMY,jinx,naafiri,0.36
bot,bot,ENEMY,jinx,caitlyn,-0.28
bot,bot,ENEMY,jinx,missfortune,-0.54
bot,bot,ENEMY,jinx,kaisa,0.74
bot,bot,ENEMY,jinx,jhin,-0.28
bot,bot,ENEMY,jinx,aphelios,0.31
